nFID,X,Y,Class,Name,Province,City,Street
8793,113.295073042329,22.1101424582678,购物/家居建材,永航五金商行,广东省,珠海市,x760
8794,113.295084499928,22.2129803983393,道路/乡道,广场南街,广东省,珠海市,滨江路
8795,113.295101085362,22.1998167785962,公司企业/厂矿,安利消防公司,广东省,珠海市,江湾三路
8796,113.29508845392,22.1023490477943,公司企业/工商业区,大显工业园,广东省,珠海市,s366
8797,113.295094560811,22.2075076022143,宾馆/星级宾馆/酒店,尖峰花园酒店,广东省,珠海市,中兴南路
8798,113.295100941732,22.2019275723733,公司企业,广东省医药进出口公司珠海公司储运部,广东省,珠海市,江湾二路
8799,113.29227724981,22.1697240207579,公司企业/厂矿,华美电器厂,广东省,珠海市,珠峰大道
8800,113.292246064967,22.2138402306775,金融/atm,农村信用社ATM,广东省,珠海市,东方街
8801,113.292246064967,22.2138402306775,金融/农村信用社/城市信用社,珠海农信人民北分社,广东省,珠海市,东方街
8802,113.292258828922,22.2016778898893,政府机构/各级政府/村民委员会,珠海市斗门区井岸镇南潮村民委员会,广东省,珠海市,南华路
8803,113.292265980402,22.3092075944137,生活服务/宠物,六乡办冲鱼虾防治中心,广东省,珠海市,六乡大道
8804,113.292272012209,22.19688410615,交通设施/交叉路口,尖峰前街/井湾路(路口),广东省,珠海市,井湾路
8805,113.295128503744,22.2073655145505,休闲娱乐/洗浴按摩/桑拿/洗浴,康乐足沐,广东省,珠海市,中兴南路
8806,113.295118360765,22.2260089510413,生活服务/房屋租售中介,佳美物业桃源居分店,广东省,珠海市,连兴一路
8807,113.295130348175,22.2108727353945,生活服务/房屋租售中介,兆丰房产,广东省,珠海市,滨江路
8808,113.295143988286,22.1998247445214,公司企业,亿能达贸易公司,广东省,珠海市,江湾三路
8809,113.292152175693,22.2156400416314,休闲娱乐/洗浴按摩/桑拿/洗浴,甘园足部按摩中心,广东省,珠海市,中兴中路
8810,113.292187361778,22.1696020967897,公司企业,龙升木器,广东省,珠海市,珠峰大道
8811,113.292185077117,22.2160711479362,生活服务/公厕,井岸商贸城公共厕所,广东省,珠海市,中兴中路
8812,113.292185077117,22.2160711479362,地产小区/小区/楼盘,新建小区,广东省,珠海市,中兴中路
8813,113.292194729204,22.0982187744163,公司企业,龙丰精密铜管有限公司,广东省,珠海市,s366
8814,113.292194729204,22.0982187744163,教育/科研机构/教育,中科院精密铜管工程研究中心,广东省,珠海市,s366
8815,113.292190080136,22.2157609925036,教育/科研机构/教育,广东核力工程勘察院珠海分院,广东省,珠海市,中兴中路
8816,113.292205353949,22.2106002099288,生活服务/摄影冲印/快照冲印,格林宝贝专业儿童摄影,广东省,珠海市,朝福路
8817,113.292217063984,22.2008556559394,餐饮/中餐馆,大台北珍珠奶茶,广东省,珠海市,南华路
8818,113.292222162661,22.1992810654371,生活服务/房屋租售中介,斗门区盈亨房地产有限公司,广东省,珠海市,长东新村二巷
8819,113.292235363498,22.2078503920852,金融/银行/中国农业银行,中国农业银行(坭湾支行),广东省,珠海市,井湾路
8820,113.292237002319,22.0977904668364,交通设施/公交车站/公交车站主点,龙丰铜管公司,广东省,珠海市,s366
8821,113.292256627959,22.2205415938529,汽车服务/4s/汽车/销售,永鸿汽车修理厂,广东省,珠海市,桥北一路
8822,113.292277240974,22.2108841510523,金融/atm,中国邮政储蓄银行ATM,广东省,珠海市,朝福路
8823,113.292277240974,22.2108841510523,金融/银行/中国邮政储蓄银行,中国邮政储蓄银行朝阳支行,广东省,珠海市,朝福路
8824,113.292275928494,22.2158709213948,公司企业/电信公司/中国联通,中国联通斗门营业厅,广东省,珠海市,中兴中路
8825,113.292292873234,22.2016218446355,政府机构/机关单位,中共井岸镇南潮村支部委员会,广东省,珠海市,南华路
8826,113.292285293167,22.2093746296032,汽车服务/汽车/维修/养护/洗车,大华摩托车配件行,广东省,珠海市,井湾路
8827,113.292289854635,22.2130059171303,交通设施/交叉路口,新民路步行街/东方街(路口),广东省,珠海市,朝福路
8828,113.292291437543,22.2120021522043,餐饮/中式快餐,赵洪记快餐店,广东省,珠海市,朝福路
8829,113.292298034438,22.2138282553485,金融/典当/当铺,珠海市斗门拍卖行,广东省,珠海市,东方街
8830,113.292306041393,22.2137761514958,金融/atm,珠海农村信用合作社ATM,广东省,珠海市,东方街
8831,113.292313042578,22.2137481296843,金融/农村信用社/城市信用社,珠海农村信用合作社人民北分社,广东省,珠海市,东方街
8832,113.292330914604,22.1991929142717,公司企业/厂矿,银深毛织厂,广东省,珠海市,长东新村二巷
8833,113.292315887167,22.2157848375058,宾馆/旅店,斗门区招待所,广东省,珠海市,中兴中路
8834,113.292340087249,22.1964358161431,教育/学前教育/幼儿园/托儿所,南湾幼儿园,广东省,珠海市,尖峰前路
8835,113.292328207522,22.2106230145722,休闲娱乐/体育场馆,舜杰跆拳道斗门馆,广东省,珠海市,朝福路
8836,113.292338835883,22.2010495504617,医疗/综合医院,南潮卫生站林伟豪中西医诊所,广东省,珠海市,南华路
8837,113.292325725704,22.111913508938,公司企业,高新区东晨窑业有限公司,广东省,珠海市,x760
8838,113.292331000068,22.2136701331022,政府机构/党派团体/社会团体,珠海市斗门区供销社工会工作委员会,广东省,珠海市,东方街
8839,113.292458614052,22.2009362804935,金融/银行,珠海商业银行坭湾支行,广东省,珠海市,南华路
8840,113.292458536095,22.2017486147331,地产小区/小区/楼盘,三华楼,广东省,珠海市,南华路
8841,113.292469847736,22.1968658679256,生活服务/宠物,珠海市斗门区井岸镇动物检疫报检点,广东省,珠海市,尖峰前路
8842,113.292451667945,22.2145241869483,生活服务/彩票发行,彩票销售店,广东省,珠海市,港霞东路
8843,113.292462996691,22.2095404505613,汽车服务/汽车/维修/养护/洗车,广州本田摩托专卖店,广东省,珠海市,井湾路
8844,113.292351196336,22.2093805686252,汽车服务/汽车/维修/养护/洗车,洪彬摩托车有限公司配件部,广东省,珠海市,井湾路
8845,113.292351662232,22.2180936048307,行政地标/村庄,东岸村,广东省,珠海市,渡江路
8846,113.292391042341,22.195847575041,公司企业/厂矿,井岸镇民政纸箱厂,广东省,珠海市,尖峰前路
8847,113.29237590885,22.2128856982707,餐饮,禾川寿司井岸店,广东省,珠海市,朝福路
8848,113.292394012568,22.1963497325619,商务大厦/商务会馆,良好大厦,广东省,珠海市,尖峰前路
8849,113.292396160234,22.1966930672462,交通设施/公交车站/公交车站主点,金湾楼,广东省,珠海市,尖峰前路
8850,113.29238085453,22.214509313581,生活服务/摄影冲印/快照冲印,时尚巴黎摄影,广东省,珠海市,港霞东路
8851,113.292428980322,22.0666661806772,名称标注类,芦家围,广东省,珠海市,x589
8852,113.292401065479,22.210559854102,生活服务/摄影冲印/快照冲印,珠海金纱摄影,广东省,珠海市,朝福路
8853,113.292436383054,22.1769885360814,购物/批发市场/集市,金勇百货,广东省,珠海市,
8854,113.292427727413,22.1970368585965,交通设施/交叉路口,井湾路/红兴路(路口),广东省,珠海市,井湾路
8855,113.292411762553,22.213660618102,金融/农村信用社/城市信用社,井岸农村信用合作社人民北分社,广东省,珠海市,东方街
8856,113.292433926943,22.1968378820775,餐饮/中式快餐,沈记食店,广东省,珠海市,尖峰前路
8857,113.292415248151,22.2419793375425,交通设施/桥/陆地桥,白蕉跨线桥,广东省,珠海市,西部沿海高速公路
8858,113.292453942124,22.1968538673931,政府机构/机关单位,斗门区井岸镇畜牧站,广东省,珠海市,尖峰前路
8859,113.292443160057,22.2086561215986,金融/atm,中国南方电网二十四小时自助银行,广东省,珠海市,井湾路
8860,113.292444120865,22.2084200337739,交通设施/停车场/停车区,广东电网公司珠海斗门供电局停车场,广东省,珠海市,井湾路
8861,113.292450116951,22.2087602046627,交通设施/停车场/停车区,广东南方电网停车场,广东省,珠海市,井湾路
8862,113.292478993577,22.2096384575328,地产小区/小区/楼盘,朝阳小区,广东省,珠海市,井湾路
8863,113.292479989203,22.2097145204842,政府机构/机关单位,交通运政服务厅,广东省,珠海市,井湾路
8864,113.292587727093,22.210176466838,医疗/社区医疗/诊所/卫生所,张荣茂诊所,广东省,珠海市,井湾路
8865,113.292592366205,22.2161365652624,生活服务,阳光通讯配件行,广东省,珠海市,中兴中路
8866,113.292602735003,22.210103370183,汽车服务/汽车/维修/养护/洗车,浩洋娇子电动车,广东省,珠海市,井湾路
8867,113.292617404985,22.1993925238938,医疗/社区医疗/诊所/卫生所,张姨牙科,广东省,珠海市,长东新村二巷
8868,113.292480630388,22.2152464772028,生活服务,星龙手机配件,广东省,珠海市,中兴中路
8869,113.292485650215,22.2145242023551,生活服务,飞翔通信,广东省,珠海市,港霞东路
8870,113.292491709445,22.2142500349195,政府机构/机关单位,珠海市斗门区农机安全监理站,广东省,珠海市,港霞东路
8871,113.292498937857,22.2094613452464,汽车服务/汽车/维修/养护/洗车,益光车行,广东省,珠海市,井湾路
8872,113.292632593124,22.2923047770228,教育/初等教育/(小学),小托小学,广东省,珠海市,
8873,113.292494619413,22.2152023986535,休闲娱乐/网吧,智都网吧,广东省,珠海市,中兴中路
8874,113.292511645479,22.199362721778,公司企业,华美广告大型喷绘,广东省,珠海市,长东新村二巷
8875,113.29251675542,22.1969057925803,汽车服务/汽车/维修/养护/洗车,新动力摩托配件行,广东省,珠海市,尖峰前路
8876,113.292501761222,22.2127615574773,休闲娱乐/网吧,百乐门游艺城,广东省,珠海市,新民路
8877,113.292501761222,22.2127615574773,餐饮/中餐馆,川蜀美食,广东省,珠海市,新民路
8878,113.292513004407,22.2074586055761,汽车服务/汽车/维修/养护/洗车,盈动车行,广东省,珠海市,井湾路
8879,113.292506534139,22.2151783725886,医疗/药店/药房,康鸣大药房直营NO.1,广东省,珠海市,中兴中路
8880,113.292517854482,22.2097653697786,政府机构,珠海市斗门区交通运输局综合行政执法局斗门大队一中队,广东省,珠海市,井湾路
8881,113.292548128756,22.069296776087,交通设施/公交车站/公交车站主点,大林,广东省,珠海市,x589
8882,113.292535706405,22.1973398728177,生活服务/美容美发,新新发廊,广东省,珠海市,井湾路
8883,113.29252601451,22.207248522703,汽车服务/汽车/维修/养护/洗车,国光车行,广东省,珠海市,井湾路
8884,113.292526745213,22.2126314468751,餐饮,花溪王记牛肉米粉,广东省,珠海市,新民路
8885,113.29255267431,22.1973619281772,公司企业,泥湾通信行,广东省,珠海市,井湾路
8886,113.292546834039,22.2100245119387,汽车服务/汽车/维修/养护/洗车,鸿宇摩托,广东省,珠海市,井湾路
8887,113.292548501951,22.2145410693299,休闲娱乐/健身中心/健身房/健身中心,南国欢乐城,广东省,珠海市,港霞东路
8888,113.292548501951,22.2145410693299,宾馆/旅店,南国时尚酒店,广东省,珠海市,港霞东路
8889,113.29257473911,22.2922348803722,政府机构/机关单位,小托村人口和计划生育工作站,广东省,珠海市,
8890,113.29257473911,22.2922348803722,医疗/综合医院,小托村卫生站,广东省,珠海市,
8891,113.292574739023,22.2922368872876,政府机构/机关单位,小托村食品药品安全工作站,广东省,珠海市,
8892,113.292569309168,22.2017734574821,生活服务/房屋租售中介,信安物业,广东省,珠海市,南华路
8893,113.292571032208,22.2066252103071,汽车服务/汽车/维修/养护/洗车,兴华车行,广东省,珠海市,井湾路
8894,113.292586620708,22.1974808417626,医疗/药店/药房,唐元药店,广东省,珠海市,井湾路
8895,113.29258965456,22.1969756712482,餐饮,兴成食店,广东省,珠海市,尖峰前路
8896,113.292574522216,22.2145440799264,休闲娱乐/体育场馆/溜冰场,南国溜冰场,广东省,珠海市,港霞东路
8897,113.292583983543,22.2075675252331,汽车服务/汽车/维修/养护/洗车,速卡迪摩托,广东省,珠海市,井湾路
8898,113.292600636156,22.1964774609841,政府机构/福利机构/基金会,井岸镇困难职工帮扶中心,广东省,珠海市,尖峰前路
8899,113.292618303344,22.2009610812654,医疗/药店/药房,康鸣大药房直营NO.6,广东省,珠海市,南华路
8900,113.292647775761,22.1675046737938,公司企业/运输/快递,百安快运,广东省,珠海市,珠峰大道
8901,113.292627989249,22.2058798148276,医疗/药店/药房,益生堂药房,广东省,珠海市,井湾路
8902,113.292640673886,22.2102583838391,生活服务/彩票发行,中国福利彩票第44030301号投注站,广东省,珠海市,井湾路
8903,113.292646288934,22.2084442071103,交通设施/公交车站/公交车站主点,斗门供电局,广东省,珠海市,井湾路
8904,113.292644673663,22.2108186448677,餐饮/中餐馆,大家食原盅蒸饭,广东省,珠海市,朝福路
8905,113.292660551969,22.1970776569685,地产小区/小区/楼盘,大蓢小区,广东省,珠海市,尖峰前路
8906,113.292647547677,22.2093899605306,交通设施/交叉路口,南江路/井湾路(路口),广东省,珠海市,井湾路
8907,113.292656868983,22.2057177077116,汽车服务/汽车/维修/养护/洗车,和力电动自行车行,广东省,珠海市,井湾路
8908,113.292701797377,22.1790318374162,行政地标/村庄,新东,广东省,珠海市,
8909,113.292700468293,22.292236661773,政府机构/机关单位,中共小托村支部委员会,广东省,珠海市,
8910,113.292678500359,22.2107944830628,汽车服务/汽车/维修/养护/洗车,德兴车行,广东省,珠海市,朝福路
8911,113.2926945758,22.1960031568526,公司企业/厂矿,珠海盈创纸制品有限公司,广东省,珠海市,尖峰前路
8912,113.292702536668,22.1960011675396,公司企业/厂矿,珠海市德利工艺有限公司,广东省,珠海市,尖峰前路
8913,113.292707554808,22.1959911077636,公司企业/厂矿,联泰针织厂,广东省,珠海市,尖峰前路
8914,113.292708534337,22.1959951366758,休闲娱乐/体育场馆,大家姐棋牌店,广东省,珠海市,尖峰前路
8915,113.292708534337,22.1959951366758,公司企业/厂矿,斗门正艺纸品有限公司,广东省,珠海市,尖峰前路
8916,113.292708491709,22.1964693086068,政府机构,珠海市斗门区井岸镇劳动保障事务所,广东省,珠海市,尖峰前路
8917,113.292714538111,22.1959831651401,公司企业/厂矿,进昌针织厂,广东省,珠海市,尖峰前路
8918,113.292698196863,22.1096048806015,教育/中等教育/中学,珠海市小林中学,广东省,珠海市,x760
8919,113.29282123672,22.197683587097,生活服务/彩票发行,花仙子,广东省,珠海市,井湾路
8920,113.292815758926,22.2035856027034,宾馆,珠海市斗门区井岸镇坭湾供销社银湾旅馆,广东省,珠海市,井湾路
8921,113.292810450795,22.2088956843542,餐饮/中式快餐,兰州正宗牛肉拉面,广东省,珠海市,井湾路
8922,113.29282722174,22.1976896052267,公司企业,泥湾中信通信A店,广东省,珠海市,井湾路
8923,113.292709503059,22.210732469671,汽车服务/汽车/维修/养护/洗车,斗门德兴车行豪进专卖店,广东省,珠海市,朝福路
8924,113.292698902531,22.2388759659029,公司企业/厂矿,富源沙发厂,广东省,珠海市,x589
8925,113.292838206091,22.1977035532139,生活服务/美容美发,籼苓发屋,广东省,珠海市,井湾路
8926,113.29283066153,22.2057625364208,汽车服务/汽车/维修/养护/洗车,胜兴摩托车配件行,广东省,珠海市,井湾路
8927,113.293065204063,22.206440433034,生活服务/房屋租售中介,美上美物业,广东省,珠海市,井湾路
8928,113.293060945913,22.1219164408905,行政地标/村庄,同利围,广东省,珠海市,永福街
8929,113.293099904555,22.1685723114868,公司企业/厂矿,绿叶印刷厂,广东省,珠海市,珠峰大道
8930,113.292702916923,22.2388399587942,公司企业/厂矿,兆宝灯饰有限公司,广东省,珠海市,x589
8931,113.29276038708,22.196441194542,医疗/综合医院,珠海方华医院,广东省,珠海市,尖峰前路
8932,113.292757070809,22.2013090040014,医疗/社区医疗/诊所/卫生所,南朝卫生站林丽诊所,广东省,珠海市,南华路
8933,113.292777697477,22.0693899345672,购物/批发市场/集市,大林市场,广东省,珠海市,x589
8934,113.292767359746,22.1963571937864,公司企业/厂矿,昌泰制衣厂,广东省,珠海市,尖峰前路
8935,113.292760396658,22.2067447774362,道路/乡道,美湾街,广东省,珠海市,井湾路
8936,113.292816405439,22.1689669112458,公司企业/厂矿,嘉磁电子有限公司,广东省,珠海市,珠峰大道
8937,113.292788468308,22.2090537757697,休闲娱乐/ktv,香格里拉KTV,广东省,珠海市,井湾路
8938,113.29280023992,22.1984258949322,地产小区/小区/楼盘,侨苑新村九巷1栋,广东省,珠海市,井湾路
8939,113.292802018507,22.2013389524147,生活服务/摄影冲印/快照冲印,乾务照相馆,广东省,珠海市,南华路
8940,113.292805138787,22.199280231492,公司企业/公用事业/燃气公司,斗门石化坭湾销售点,广东省,珠海市,长东新村二巷
8941,113.292808307332,22.1972234778031,餐饮/中餐馆,有仔记食店,广东省,珠海市,井湾路
8942,113.292812215483,22.1976735971523,生活服务/美容美发,风华理发中心,广东省,珠海市,井湾路
8943,113.292817216866,22.1976796025251,生活服务/摄影冲印/快照冲印,喜利来婚纱摄影,广东省,珠海市,井湾路
8944,113.292806136288,22.2098775064385,交通设施/公交车站/公交车站主点,斗门交通局,广东省,珠海市,井湾路
8945,113.292811274494,22.2067487818378,交通设施/交叉路口,井湾路/美湾街(路口),广东省,珠海市,井湾路
8946,113.292822648324,22.2058965483339,交通设施,嘉信代理,广东省,珠海市,井湾路
8947,113.292832223111,22.1976956106381,汽车服务/汽车/维修/养护/洗车,兴华摩托车配件行,广东省,珠海市,井湾路
8948,113.292819109844,22.2143315503598,餐饮/西式快餐/麦当劳,麦当劳港霞东路分店,广东省,珠海市,港霞东路
8949,113.292819109844,22.2143315503598,生活服务,珠海斗门区超凡家电维修部,广东省,珠海市,港霞东路
8950,113.292844746577,22.2037367455223,汽车服务/汽车/维修/养护/洗车,斗门区健华车行,广东省,珠海市,井湾路
8951,113.292847380667,22.2086384775389,生活服务/摄影冲印/快照冲印,花嫁日婚纱摄影,广东省,珠海市,井湾路
8952,113.292850361169,22.2063215923385,交通设施/交叉路口,南苑路/井湾路(路口),广东省,珠海市,井湾路
8953,113.292864011236,22.214121387082,宾馆/旅店,名店坊商务酒店,广东省,珠海市,中兴中路
8954,113.292865278432,22.1228931964012,政府机构/各级政府/村民委员会,同利围村委会,广东省,珠海市,x760
8955,113.292874346085,22.2083333695064,生活服务/房屋租售中介,恒源房产,广东省,珠海市,井湾路
8956,113.292860091785,22.2304510334307,公司企业/厂矿,三旺建材厂,广东省,珠海市,连兴路
8957,113.292871042375,22.213961348611,休闲娱乐/健身中心/健身房/健身中心,新东方健身会所斗门店,广东省,珠海市,中兴中路
8958,113.292875143405,22.2110643288922,政府机构/党派团体/社会团体,珠海市斗门区林业工会,广东省,珠海市,井湾路
8959,113.292881112697,22.2066659383751,交通设施/公交车站/公交车站主点,井湾路中,广东省,珠海市,井湾路
8960,113.292880972972,22.2140543427169,宾馆/旅店,鹏程宾馆,广东省,珠海市,中兴中路
8961,113.292890544272,22.2050442065511,汽车服务/汽车/维修/养护/洗车,永兴摩托车配件行,广东省,珠海市,井湾路
8962,113.29291221523,22.2905538981744,行政地标/村庄,小托村,广东省,珠海市,
8963,113.292894809129,22.2144773516063,交通设施/交叉路口,中兴中路/港霞东路(路口),广东省,珠海市,中兴中路
8964,113.29290881837,22.2013948048821,医疗/综合医院,南朝卫生站,广东省,珠海市,南华路
8965,113.292903337166,22.2080592434785,地产小区,美湾西一区31号,广东省,珠海市,井湾路
8966,113.292903241073,22.2097098487979,汽车服务/汽车/维修/养护/洗车,顺兴摩托车行,广东省,珠海市,井湾路
8967,113.292904088756,22.2112733606121,医疗/社区医疗/诊所/卫生所,侨立中医院门诊部,广东省,珠海市,井湾路
8968,113.292908972049,22.2139452760956,地产小区/小区/楼盘,隆盛广场,广东省,珠海市,中兴中路
8969,113.292915124925,22.2113263791152,生活服务,凯旋门DISCO,广东省,珠海市,井湾路
8970,113.292915124925,22.2113263791152,餐饮,新巴山蜀水,广东省,珠海市,井湾路
8971,113.292915124925,22.2113263791152,公司企业/电信公司/中国网通,中国铁通井湾路营业厅,广东省,珠海市,井湾路
8972,113.292946110996,22.1686355991256,公司企业,富士智能机电有限公司,广东省,珠海市,珠峰大道
8973,113.292938135198,22.195858709304,公司企业/建筑装修/装潢公司,珠海立辉装修工程部,广东省,珠海市,尖峰前路
8974,113.292920908626,22.2150957033778,生活服务,赵生刻章,广东省,珠海市,中兴中路
8975,113.292938766135,22.2014028079788,生活服务/摄影冲印/快照冲印,叮叮摄影,广东省,珠海市,南华路
8976,113.29291930136,22.2248851047433,地产小区/售楼处,宁海世纪城销售中心,广东省,珠海市,连兴一路
8977,113.292932896718,22.210717793325,交通设施/交叉路口,井湾路/朝福路(路口),广东省,珠海市,井湾路
8978,113.2929363526,22.2075309970326,医疗/社区医疗/诊所/卫生所,斗门南华门诊部,广东省,珠海市,井湾路
8979,113.29293921914,22.2098558076179,交通设施,刘少其教练汽车驾驶员报名处,广东省,珠海市,井湾路
8980,113.292943332846,22.2069347257458,汽车服务/汽车/维修/养护/洗车,信兴车行,广东省,珠海市,井湾路
8981,113.29294119863,22.2098437858188,休闲娱乐/ktv,新豪卡拉OK,广东省,珠海市,井湾路
8982,113.292943188092,22.2092095570927,生活服务/摄影冲印/快照冲印,喜结良缘婚纱摄影,广东省,珠海市,南江路
8983,113.292959058456,22.1956856109747,餐饮/中餐馆,聚龙火锅,广东省,珠海市,尖峰前路
8984,113.292960657203,22.2014187387971,餐饮/休闲餐饮/甜点冷饮,富丽宫饼屋南华路店,广东省,珠海市,南华路
8985,113.292960272565,22.2074889740765,汽车服务/汽车/维修/养护/洗车,迅达摩托车配件行,广东省,珠海市,井湾路
8986,113.292962242887,22.2073168179129,汽车服务/汽车/维修/养护/洗车,明辉车行,广东省,珠海市,井湾路
8987,113.292962147021,22.2094696636347,地产小区/小区/楼盘,集资楼小区,广东省,珠海市,井湾路
8988,113.292963052166,22.2114202870769,生活服务/美容美发,美丽传奇,广东省,珠海市,井湾路
8989,113.292970190487,22.2091254918464,汽车服务/汽车/维修/养护/洗车,和记摩托车配件,广东省,珠海市,南江路
8990,113.292983466372,22.2038776021207,公司企业/厂矿,新兴印刷厂,广东省,珠海市,井湾路
8991,113.292977142429,22.2100237958836,教育/培训机构,广东行政学院斗门教学点,广东省,珠海市,井湾路
8992,113.292979132599,22.2091255246975,地产小区,美湾西一区4号1、2、3单元,广东省,珠海市,南江路
8993,113.292992861157,22.1980004195427,医疗/社区医疗/诊所/卫生所,鸿芳中西医结合诊所,广东省,珠海市,井湾路
8994,113.292992525972,22.2037695392718,公司企业,斗门区俊龙电器维修服务部,广东省,珠海市,井湾路
8995,113.292996246135,22.2066215041312,生活服务/房屋租售中介,鼎峰物业,广东省,珠海市,井湾路
8996,113.293000500092,22.2027691536183,餐饮/中餐馆,康本紫砂美食坊井岸店,广东省,珠海市,井湾路
8997,113.293022940645,22.1694947787375,公司企业,珠海金盛美羊绒有限公司,广东省,珠海市,珠峰大道
8998,113.29299400026,22.2099777497093,教育/培训机构,珠海科技培训学校,广东省,珠海市,井湾路
8999,113.293010906303,22.1980173890068,地产小区/小区/楼盘,侨苑新村,广东省,珠海市,井湾路
9000,113.293001105733,22.2101137955988,教育/培训机构,吉林大学珠海函授站斗门教学点,广东省,珠海市,井湾路
9001,113.293001105733,22.2101137955988,政府机构/机关单位,中共珠海市斗门区企业工作委员会,广东省,珠海市,井湾路
9002,113.293001105733,22.2101137955988,政府机构/机关单位,中共珠海市斗门区直属机关工作委员会,广东省,珠海市,井湾路
9003,113.293008269945,22.2066665890688,地产小区,美湾公寓,广东省,珠海市,井湾路
9004,113.293020511894,22.2034433529734,政府机构/机关单位/委/局,斗门区井岸镇社会事务办公室,广东省,珠海市,井湾路
9005,113.293020509709,22.2034453609495,政府机构/机关单位/委/局,井岸镇民政办婚姻登记处,广东省,珠海市,井湾路
9006,113.29302345739,22.2027090453093,医疗/药店/药房,益民大药房坭湾店,广东省,珠海市,井湾路
9007,113.293013671937,22.2151595749281,休闲娱乐/音乐厅,井岸影剧院,广东省,珠海市,中兴中路
9008,113.293157674162,22.2119261483573,金融/atm,中国工商银行ATM,广东省,珠海市,井湾路
9009,113.293157674162,22.2119261483573,金融/银行/中国工商银行,中国工商银行斗门支行,广东省,珠海市,井湾路
9010,113.293172486323,22.1994432382368,道路,华海路,广东省,珠海市,井湾路
9011,113.293152677769,22.2416928750619,自然山,黄茅咀,广东省,珠海市,s272
9012,113.293183418308,22.1992555429478,医疗/药店/药房,华康药店,广东省,珠海市,井湾路
9013,113.293057831691,22.1975291945301,公司企业/厂矿,斗门区井岸镇坭湾木器扶手厂,广东省,珠海市,井湾路
9014,113.293049880145,22.2117862742872,交通设施/停车场/停车区,粮食局招待所停车场,广东省,珠海市,井湾路
9015,113.293051951297,22.2103257934083,生活服务/文印图文,雅虹名片,广东省,珠海市,井湾路
9016,113.29305387011,22.2117292683155,宾馆/旅店,粮食局招待所,广东省,珠海市,井湾路
9017,113.293055962742,22.2101606941978,教育/中等教育/中等专业学校,斗门区成人中专学校,广东省,珠海市,井湾路
9018,113.293055962742,22.2101606941978,教育/中等教育/中等专业学校,斗门区第三中等职业学校,广东省,珠海市,井湾路
9019,113.293055962742,22.2101606941978,教育/中等教育/中等专业学校,斗门区工业技术学校,广东省,珠海市,井湾路
9020,113.293045286228,22.2247128986766,道路/乡道,连兴一路,广东省,珠海市,连兴一路
9021,113.293055893268,22.2115802910065,金融/投资公司,珠海市斗门区利源资产经营有限公司,广东省,珠海市,井湾路
9022,113.293072900903,22.2103007173344,汽车服务/汽车/维修/养护/洗车,和兴车行,广东省,珠海市,井湾路
9023,113.293081305754,22.2032902838886,道路/乡道,江湾一路,广东省,珠海市,井湾路
9024,113.29308013291,22.2058601586297,汽车服务/汽车/维修/养护/洗车,全记车行,广东省,珠海市,井湾路
9025,113.293080178655,22.205984151343,汽车服务/汽车/维修/养护/洗车,华力车行,广东省,珠海市,井湾路
9026,113.293086861643,22.2116421884205,交通设施/停车场/停车区,中国工商银行珠海斗门支行停车场,广东省,珠海市,井湾路
9027,113.293102737368,22.1980212663812,汽车服务/汽车/维修/养护/洗车,斗门区顺达友摩托车配件行,广东省,珠海市,井湾路
9028,113.293099116567,22.2056690641319,汽车服务/汽车/维修/养护/洗车,诚兴车行,广东省,珠海市,井湾路
9029,113.293113389228,22.202403830983,地产小区/小区/楼盘,江湾大厦,广东省,珠海市,井湾路
9030,113.293118699535,22.1976401023397,生活服务/彩票发行,彩票销售店,广东省,珠海市,井湾路
9031,113.293109099278,22.2593113434421,政府机构/各级政府/村民委员会,刘家环村委会,广东省,珠海市,s272
9032,113.293130308819,22.2030431037991,餐饮/中式快餐,紫砂美食井岸店,广东省,珠海市,井湾路
9033,113.29315108932,22.1787140289509,政府机构/各级政府/村民委员会,卫东村委会,广东省,珠海市,
9034,113.293132393714,22.2014564575191,公司企业,城管执法南潮坭湾管理组,广东省,珠海市,南华路
9035,113.293142657285,22.1980692307875,生活服务/美容美发,柔姿美发设计中心,广东省,珠海市,井湾路
9036,113.293117679711,22.2301364771121,公司企业/厂矿,洪发木材厂,广东省,珠海市,连兴路
9037,113.293125644758,22.2305886086434,公司企业/厂矿,锦鸿家私厂,广东省,珠海市,连兴路
9038,113.29316031043,22.2021797148772,金融/atm,农村信用社ATM,广东省,珠海市,井湾路
9039,113.29316031043,22.2021797148772,金融/农村信用社/城市信用社,农村信用社坭湾分社,广东省,珠海市,井湾路
9040,113.293264525821,22.211107739863,金融/银行,珠海商业银行井湾支行,广东省,珠海市,美湾路
9041,113.293274935039,22.2040792101371,餐饮/休闲餐饮/甜点冷饮,嘉南蛋糕井湾店,广东省,珠海市,井湾路
9042,113.293170338357,22.217290070004,生活服务/宠物,汤姆狗宠物中心斗门店,广东省,珠海市,渡江路
9043,113.293185453445,22.2141489264131,金融/农村信用社/城市信用社,珠海农村信用合作社中心南分社,广东省,珠海市,中兴中路
9044,113.293184376919,22.1100733841752,购物/批发市场/集市,利洋水产药店,广东省,珠海市,x760
9045,113.293198102643,22.20484165321,政府机构/机关单位,中共美湾居民区支部委员会,广东省,珠海市,井湾路
9046,113.293198100561,22.2048435775008,生活服务,井岸镇美湾社区居委会劳动就业服务站,广东省,珠海市,井湾路
